systemNanoTime (in ns);utcMilliTime (in ms);latitude (in deg);longitude (in deg);altitude (in m);speed (in m/s);bearing (in deg);azimuth (in deg);pitch (in deg);roll (in deg);gyrx (in rad/s);gyry (in rad/s);gyrz (in rad/s);accx (in m/s2);accy (in m/s2);accz (in m/s2)
150307441342400;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-1.0007981061935425;3.911965847015381;8.53729248046875
150307470879640;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-0.8066803216934204;3.945465326309204;8.606683731079102
150307477962452;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-0.34725838899612427;3.809074640274048;8.846264839172363
150307483161567;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-0.6080760359764099;4.189533233642578;8.997013092041016
150307487387348;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-0.4262215197086334;4.338187217712402;8.97787094116211
150307585304067;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-0.09810572862625122;4.512863636016846;8.999405860900879
150307591648754;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-0.059820566326379776;4.682754039764404;8.927620887756348
150307597120889;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-0.07417750358581543;4.689932346343994;8.913264274597168
150307602381671;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;-0.07178468257188797;4.596612453460693;8.949156761169434
150307608311619;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;0.014356935396790504;4.46979284286499;8.980263710021973
150307613816931;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.03787253051996231;-0.15202461183071136;0.24914932250976562;0.12921242415905;4.376472473144531;9.07119083404541
150307618765577;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.390161514282227;-23.92868995666504;-3.8322975635528564;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.12921242415905;4.376472473144531;9.07119083404541
150307621852504;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.12921242415905;4.376472473144531;9.07119083404541
150307672314223;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.17946170270442963;4.340580463409424;9.09990406036377
150307678671410;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.20817556977272034;4.374079704284668;8.999405860900879
150307683997348;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.20578274130821228;4.419543266296387;8.906085968017578
150307689370577;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.20817556977272034;4.4482574462890625;8.930013656616211
150307774079431;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.22013968229293823;4.4410786628723145;9.028120040893555
150307781096619;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.22492532432079315;4.4650068283081055;9.080761909484863
150307785947296;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.22971096634864807;4.433900356292725;9.078369140625
150307790359275;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.24406790733337402;4.388436794281006;8.980263710021973
150307795331566;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.20338992774486542;4.362115859985352;8.94676399230957
150307799288962;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.04550812020897865;-0.25052374601364136;0.2590755820274353;0.24406790733337402;4.2831525802612305;8.894122123718262
150307803405889;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.206941604614258;-24.58230209350586;-2.7678115367889404;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.24406790733337402;4.2831525802612305;8.894122123718262
150307807357452;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.24406790733337402;4.2831525802612305;8.894122123718262
150307871373337;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.2826521694660187;4.203890323638916;8.937192916870117
150307876911671;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.41186460852622986;4.172783374786377;9.040083885192871
150307881107035;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.5602195858955383;4.184747695922852;9.018548965454102
150307885329848;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.579362154006958;4.297509670257568;9.023334503173828
150307889940473;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.4405784606933594;4.3788652420043945;9.042476654052734
150307963609587;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.21774685382843018;4.398007869720459;8.975478172302246
150307971195733;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;0.05024927482008934;4.436293125152588;8.944371223449707
150307974946514;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;-0.02871387079358101;4.405186653137207;8.93240737915039
150307977902191;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;-0.13639089465141296;4.362115859985352;8.997013092041016
150307980772660;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.0231358390301466;0.007635590620338917;0.05421269312500954;-0.24167509377002716;4.333401679992676;9.068798065185547
150307985147660;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;16.3848934173584;-24.84270668029785;-1.4510554075241089;0.12881241738796234;0.5638883709907532;0.011147962883114815;-0.24167509377002716;4.333401679992676;9.068798065185547
150307989445108;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.12881241738796234;0.5638883709907532;0.011147962883114815;-0.24167509377002716;4.333401679992676;9.068798065185547
150308071281879;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.12881241738796234;0.5638883709907532;0.011147962883114815;-0.3640081584453583;4.287938117980957;9.059226989746094
150308077047973;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.12881241738796234;0.5638883709907532;0.011147962883114815;-0.5099703073501587;4.381258487701416;9.025727272033691
150308080636566;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.12881241738796234;0.5638883709907532;0.011147962883114815;-0.6511468887329102;4.47697114944458;8.915657043457031
150308083850368;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.12881241738796234;0.5638883709907532;0.011147962883114815;-0.8114659786224365;4.563112735748291;8.855836868286133
150308087093546;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.12881241738796234;0.5638883709907532;0.011147962883114815;-0.97926265001297;4.613361835479736;8.86062240600586
150308149846514;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-0.97926265001297;4.613361835479736;8.86062240600586
150308157180421;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.197009563446045;4.697110652923584;8.839086532592773
150308160143546;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.3764712810516357;4.77876615524292;8.767302513122559
150308163619639;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.5179468393325806;4.886443138122559;8.671290397644043
150308168750004;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.5801602602005005;4.919942378997803;8.530113220214844
150308172722348;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.76159954071045;-25.41412353515625;-1.3449469804763794;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.6351951360702515;4.852943420410156;8.482256889343262
150308175041514;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.6351951360702515;4.852943420410156;8.482256889343262
150308177443754;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.7907286882400513;4.78594446182251;8.494221687316895
150308270377035;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.8792630434036255;4.692325115203857;8.55882740020752
150308274234743;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.843370795249939;4.709074974060059;8.618648529052734
150308277592452;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.7476578950881958;4.744967460632324;8.53729248046875
150308280152295;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.6734803915023804;4.759324073791504;8.290831565856934
150308283808702;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;0.23632153868675232;0.5558710098266602;-0.08758022636175156;-1.6495521068572998;4.809872627258301;8.231010437011719
150308337586462;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.6495521068572998;4.809872627258301;8.231010437011719
150308342011202;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.6686947345733643;4.744967460632324;8.372187614440918
150308343931358;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.745265007019043;4.756931304931641;8.55882740020752
150308345776723;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.745265007019043;4.802694320678711;8.606683731079102
150308348249639;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.834988594055176;-26.781044006347656;-6.988397121429443;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.7117655277252197;4.955834865570068;8.63061237335205
150308350952764;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.7117655277252197;4.955834865570068;8.63061237335205
150308470821410;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.7644076347351074;5.070690155029297;8.587541580200195
150308477842191;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.776371717453003;5.013262748718262;8.532505989074707
150308483108025;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.6878372430801392;4.8074798583984375;8.63779067993164
150308488325681;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.5634105205535889;4.649254322052002;8.762516975402832
150308491661827;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.4724832773208618;4.551148891448975;8.74337387084961
150308495560160;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.5275181531906128;4.512863636016846;8.64496898651123
150308499354066;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.5131611824035645;4.4410786628723145;8.40329360961914
150308526630316;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.3908281326293945;4.323830604553223;8.470293045043945
150308532367504;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.2999008893966675;4.333401679992676;8.628219604492188
150308536224483;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.884846687316895;-28.978023529052734;-12.967568397521973;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.2089736461639404;4.3788652420043945;8.671290397644043
150308538956879;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.07177454978227615;-0.004504998680204153;-0.02733541466295719;-1.2089736461639404;4.3788652420043945;8.671290397644043
150308541830837;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.14706148207187653;-0.51341712474823;-0.045889899134635925;-1.2089736461639404;4.3788652420043945;8.671290397644043
150308670592816;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.14706148207187653;-0.51341712474823;-0.045889899134635925;-1.0534402132034302;4.371686935424805;8.678468704223633
150308676323024;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.14706148207187653;-0.51341712474823;-0.045889899134635925;-1.2544373273849487;4.438685894012451;8.709874153137207
150308683420837;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.14706148207187653;-0.51341712474823;-0.045889899134635925;-1.158724308013916;4.536791801452637;8.879764556884766
150308689210993;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.14706148207187653;-0.51341712474823;-0.045889899134635925;-1.0079765319824219;4.567898273468018;9.035298347473145
150308693274379;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.14706148207187653;-0.51341712474823;-0.045889899134635925;-0.9505487680435181;4.551148891448975;9.068798065185547
150308697338858;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.14706148207187653;-0.51341712474823;-0.045889899134635925;-0.8835497498512268;4.536791801452637;9.066405296325684
150308700800889;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.14706148207187653;-0.51341712474823;-0.045889899134635925;-0.7229315638542175;4.527220249176025;9.023334503173828
150308715491722;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.60124397277832;-28.13568115234375;-12.669623374938965;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.7229315638542175;4.527220249176025;9.023334503173828
150308721433754;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.7229315638542175;4.527220249176025;9.023334503173828
150308725300212;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.5841478109359741;4.4721856117248535;8.95394229888916
150308728280160;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.6942176818847656;4.438685894012451;8.930013656616211
150308731554952;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.8644071817398071;4.479363918304443;8.879764556884766
150308871644535;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.8835497498512268;4.4482574462890625;8.776873588562012
150308881208337;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.8668000102043152;4.433900356292725;8.752944946289062
150308885353910;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.7827520966529846;4.436293125152588;8.748159408569336
150308889630160;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.7755736112594604;4.46979284286499;8.755337715148926
150308893250472;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.7899305820465088;4.505684852600098;8.772088050842285
150308895833545;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.768395185470581;4.4961137771606445;8.772088050842285
150308898979326;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.6942176818847656;4.488935470581055;8.788837432861328
150308904387556;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.6056832075119019;4.500899314880371;8.879764556884766
150308907616618;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.612861692905426;4.48414945602417;8.918049812316895
150308911032243;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.005268557462841272;-0.06986565887928009;0.0130568603053689;-0.6990033388137817;4.5200419425964355;8.956335067749023
150308914518076;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.423600196838379;-26.60549545288086;-7.440149784088135;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.6990033388137817;4.5200419425964355;8.956335067749023
150308918503910;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.6990033388137817;4.5200419425964355;8.956335067749023
150309070403806;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.7540382146835327;4.541577339172363;9.023334503173828
150309074157399;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.7109674215316772;4.5391845703125;9.023334503173828
150309079124587;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.6942176818847656;4.577469825744629;8.760123252868652
150309082263076;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.5267201066017151;4.555934429168701;8.589934349060059
150309087564951;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.4501497745513916;4.500899314880371;8.71226692199707
150309090375837;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.4860421121120453;4.515256404876709;8.83669376373291
150309093806931;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.5650052428245544;4.5200419425964355;8.846264839172363
150309097330420;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.6487540602684021;4.553541660308838;8.791230201721191
150309101689639;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.6296114325523376;4.54636287689209;8.748159408569336
150309104158806;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;-0.02970244735479355;-0.0758214145898819;0.05008947476744652;-0.5673980712890625;4.522434711456299;8.81515884399414
150309106984222;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;15.520275115966797;-26.62783432006836;-6.77938175201416;0.005955760832875967;-0.07177454978227615;0.02160872146487236;-0.5673980712890625;4.522434711456299;8.81515884399414
150309110140056;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.940690994262695;-26.378427505493164;-5.683374881744385;0.005955760832875967;-0.07177454978227615;0.02160872146487236;-0.5673980712890625;4.522434711456299;8.81515884399414
150309176674274;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.940690994262695;-26.378427505493164;-5.683374881744385;0.005955760832875967;-0.07177454978227615;0.02160872146487236;-0.5434698462486267;4.508078098297119;8.872586250305176
150309182146722;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.940690994262695;-26.378427505493164;-5.683374881744385;0.005955760832875967;-0.07177454978227615;0.02160872146487236;-0.5027918815612793;4.488935470581055;8.870193481445312
150309185595733;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.940690994262695;-26.378427505493164;-5.683374881744385;0.005955760832875967;-0.07177454978227615;0.02160872146487236;-0.4812564551830292;4.503292083740234;8.855836868286133
150309190092191;1665480600000;48.19898717;-3.01485833;166.97332763671875;0.0;0.0;14.940690994262695;-26.378427505493164;-5.683374881744385;0.005955760832875967;-0.07177454978227615;0.02160872146487236;-0.47168517112731934;4.517649173736572;8.819944381713867
