LOG: northing, easting, depth, azimith, elevation, range, Local depth
9.8, -14.2, -0.9, 6.3, 1.8,17.3,0
10.1, -14.8, -0.7, 5.1, 0.8,18,0
15.4, -12.6, 1.1, 23.9, -4.5,19.9,0
15, -12.9, 0.7, 23, -3.4,19.8,0
