LOG: northing, easting, depth, azimith, elevation, range, Local depth
5, -5, 0.8, 19.4, -8.3,7.1,0
5.1, -4.8, 0.8, 21, -8.1,7.1,0
5.2, -4.6, 1, 22, -10.1,7.1,0
5.3, -4.8, 1, 21.3, -9.5,7.2,0
5.6, -5.5, 1.2, 19.2, -10.4,8,0
5.1, -6.3, 0.4, 11.6, -4.6,8.1,0
4.2, -6.6, 0, 4.3, -1.1,7.8,0
4.1, -6.9, 0, 4, -1.1,8,0
3.6, -6.5, 0, 2.9, -1.4,7.5,0
3.4, -6.6, -0.1, 1.2, -0.5,7.4,0
3.3, -6.4, -0.1, 0.4, -0.1,7.2,0
3.4, -6.6, -0.1, 0.2, -0.6,7.5,0
