LOG: northing, easting, depth, azimith, elevation, range, Local depth
8.5, -16.5, -2.3, 2.4, 5.7,18.7,0
7.7, -16.3, -1.2, 0.6, 2.2,18.1,0
7.9, -16, -1, 0, 1.8,17.9,0
8.8, -14.3, -2.8, 5.2, 7.8,17.1,0
8, -14.3, -2.5, 1.9, 6.7,16.6,0
7.3, -14.9, -1.7, 0.6, 4.2,16.7,0
5.7, -15.2, -0.4, 354.6, -0.1,16.3,0
6.4, -15, -0.7, 357.5, 1.1,16.4,0
6.6, -14.6, -2.6, 357.8, 7.7,16.3,0
